id,cache-references,cache-misses,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,dTLB-loads,dTLB-load-misses,label,attack_type,load_level
fr_libc.so.6_no-load_0,114196309,11649069,23559441208,16508368864,3213666873,12370802,4316279365,28348348,15017045,7918484,4290907222,1794170,1,fr,no-load
fr_libc.so.6_no-load_1,104133006,9429674,23318302425,16080450946,3155777032,10128770,4232609593,26587964,14461949,7799461,4236870117,1722950,1,fr,no-load
fr_libc.so.6_no-load_2,124244944,11090900,23712933581,16413227593,3209534215,10970415,4276317437,27490503,15407788,7798410,4270286960,1842289,1,fr,no-load
fr_libc.so.6_no-load_3,102294074,8971984,23281458436,16435259072,3156191444,10166375,4207073615,30147175,14353931,7433881,4205796853,1699145,1,fr,no-load
fr_libc.so.6_no-load_4,313082424,58298778,27654322276,21695242540,4224847048,32052799,5661369123,114373499,53810980,15063410,5655084939,11263138,1,fr,no-load
fr_libc.so.6_no-load_5,104612679,10064083,23352785126,16513184820,3183281720,9201272,4237903196,31560704,14417015,7536196,4225480860,1734502,1,fr,no-load
fr_libc.so.6_no-load_6,102952378,9271373,23333158386,16560598000,3181128320,8835804,4235460106,31896159,14279411,7467949,4234719396,1682308,1,fr,no-load
fr_libc.so.6_no-load_7,107153087,10046031,23370116877,15920181361,3121087373,8784995,4178004107,27622784,14459375,7782113,4200273484,1744642,1,fr,no-load
fr_libc.so.6_no-load_8,108124136,10399010,23378018695,16346157911,3149179806,12617950,4199115352,32037445,14888228,7619547,4231143621,1796993,1,fr,no-load
fr_libc.so.6_no-load_9,104950765,8992386,23341265850,16359139684,3141216481,12216546,4185117357,31000137,14287373,7386767,4185517697,1692963,1,fr,no-load
fr_libc.so.6_no-load_10,104046968,9927799,23385588297,15962452265,3132305884,9468668,4196597470,27965636,14540288,7686034,4178782411,1700576,1,fr,no-load
fr_libc.so.6_no-load_11,102240736,9069293,23335511455,16551973114,3173747851,8754095,4228194039,30612497,14012413,7461366,4230905122,1688104,1,fr,no-load
fr_libc.so.6_no-load_12,103450792,9038627,23355179629,16561435129,3179447046,9148310,4234645028,33130829,14234919,7469916,4237236337,1709388,1,fr,no-load
fr_libc.so.6_no-load_13,107624163,9651405,23384839637,16796980041,3222450546,12515412,4288727360,23797554,14611536,7576179,4288213492,1737690,1,fr,no-load
fr_libc.so.6_no-load_14,105966520,9571773,23408450088,16951458841,3252241608,9286200,4327317139,24111129,14570226,7620999,4313243960,1715582,1,fr,no-load
fr_libc.so.6_no-load_15,98877534,9142023,23311263655,16756243614,3216640571,12387165,4282420368,23628764,14396053,7549444,4283345861,1681921,1,fr,no-load
fr_libc.so.6_no-load_16,102157562,9571299,23378542386,16800298388,3219100764,12774564,4283793662,23424797,14355940,7556253,4286177933,1707687,1,fr,no-load
fr_libc.so.6_no-load_17,101003141,9173913,23298744638,16734366665,3212158423,12240651,4275767766,23612281,14275470,7544825,4279389807,1682402,1,fr,no-load
fr_libc.so.6_no-load_18,101708288,9021414,23312258711,16766271893,3216375729,12292644,4282123988,23677350,14243814,7548518,4283304299,1681859,1,fr,no-load
fr_libc.so.6_no-load_19,105700221,9096425,23315810702,16746059276,3212735898,12191716,4276298654,23673620,14416673,7548704,4281525914,1712523,1,fr,no-load
fr_libc.so.6_no-load_20,101579501,9057021,23336620078,16729111332,3212034965,12818171,4274478483,23623868,14331799,7534722,4276570020,1704290,1,fr,no-load
fr_libc.so.6_no-load_21,102855050,9122999,23313011370,16777228561,3222462450,8740475,4287479949,22701654,14151996,7571414,4295114885,1689251,1,fr,no-load
fr_libc.so.6_no-load_22,105595813,9167529,23341592016,16835726547,3230006036,12442969,4301691416,23659929,14616809,7586813,4302743271,1710306,1,fr,no-load
fr_libc.so.6_no-load_23,103613542,9563993,23334641947,16244678304,3176721237,9188799,4264706190,23903724,14579768,7863728,4271060365,1762827,1,fr,no-load
fr_libc.so.6_no-load_24,104637116,9079468,23317067029,16756025290,3218896360,12597729,4286313157,23562663,14400639,7549544,4285894711,1712005,1,fr,no-load
fr_libc.so.6_avg-load_0,2652496261,9936893,63223362320,82824829301,10367056299,104413071,12837980863,1237951191,706061400,7492948,13065814921,1426339,1,fr,avg-load
fr_libc.so.6_avg-load_1,1787738249,9712020,63187732219,84509407752,10784705123,89940548,12927229078,1409820728,516928468,7554141,12856909636,1416687,1,fr,avg-load
fr_libc.so.6_avg-load_2,2026965759,9319219,62923512885,82106002255,10296919969,97201927,12462069010,1280162488,516160094,7179477,12867454730,1425603,1,fr,avg-load
fr_libc.so.6_avg-load_3,1964646881,10613128,63134611235,83552765175,10627276150,88993657,12695780304,1291881117,667566816,7401916,12750327860,1436536,1,fr,avg-load
fr_libc.so.6_avg-load_4,1604624198,10191218,63222585610,83626407450,10512757895,102362207,12723058633,1368907559,414199841,7378333,13343743291,1393877,1,fr,avg-load
fr_libc.so.6_avg-load_5,1863682685,9372791,62868929418,83822161039,10639587456,88816000,12745495397,1367918964,543466818,7509255,12840863865,1419455,1,fr,avg-load
fr_libc.so.6_avg-load_6,1849121460,9653049,63034442180,83589078244,10686202507,84091664,12742674387,1345512402,685942457,7374856,12393400352,1436375,1,fr,avg-load
fr_libc.so.6_avg-load_7,1640844911,10531931,63173062220,84209274628,10678820134,91969998,12849344312,1390850800,491175998,7435473,12927058670,1453418,1,fr,avg-load
fr_libc.so.6_avg-load_8,2257664997,9860960,63093641404,81412188102,10167677263,96464957,12438611011,1180704547,582376202,7394352,13153151133,1438788,1,fr,avg-load
fr_libc.so.6_avg-load_9,1260235502,9642225,63345736138,85195300963,10810880647,87858743,12869699642,1496446539,425581926,7305913,12690372820,1397846,1,fr,avg-load
fr_libc.so.6_avg-load_10,1978994185,9071368,62984151387,83894859313,10625660016,90230223,12724884877,1314526346,709158755,7275115,12673563103,1413990,1,fr,avg-load
fr_libc.so.6_avg-load_11,1682568395,9465559,63188581833,84079590857,10625500966,92903671,12714595160,1404694525,496211958,7238342,12740633699,1428876,1,fr,avg-load
fr_libc.so.6_avg-load_12,2180961845,10572923,63019910063,81765895846,10186596706,94349713,12175627507,1124524992,557412209,7428596,13376104372,1422507,1,fr,avg-load
fr_libc.so.6_avg-load_13,2053838502,9942836,62974390300,83594732913,10599869144,91265482,12679995032,1303674851,686611015,7387105,12764804094,1437007,1,fr,avg-load
fr_libc.so.6_avg-load_14,2065820725,10191020,63183772052,84342421129,10710136577,91097670,12835104927,1321276439,683222818,7627111,12891576582,1483503,1,fr,avg-load
fr_libc.so.6_avg-load_15,1972497832,10284869,63052695897,84467132203,10799208097,89400560,12882686239,1321903929,719764248,7618872,12768184647,1485320,1,fr,avg-load
fr_libc.so.6_avg-load_16,1941105097,9621267,63155521592,84805403949,10794565640,90964850,12924128635,1357113854,638075553,7513015,12863244795,1413392,1,fr,avg-load
fr_libc.so.6_avg-load_17,2008293189,10050188,63403743858,85180269556,10840134828,93221617,13017616850,1349025703,734370841,7613797,12939574271,1437191,1,fr,avg-load
fr_libc.so.6_avg-load_18,2149948696,9696612,63083803373,82200926146,10354590499,90563446,12448998617,1220161638,612177196,7414420,12928603952,1444232,1,fr,avg-load
fr_libc.so.6_avg-load_19,2157227728,9501745,63047662604,81291695056,10143484484,98205778,12240913568,1160792963,516071994,7401317,13529594605,1420318,1,fr,avg-load
fr_libc.so.6_avg-load_20,2119624194,11195403,63428145749,83836501593,10738079775,87731849,12821798478,1376643126,685452732,7466470,12543461908,1493632,1,fr,avg-load
fr_libc.so.6_avg-load_21,1653573194,9434226,63011705696,84462546015,10689321320,94960990,12852636576,1391887903,519631891,7487930,12987721399,1434099,1,fr,avg-load
fr_libc.so.6_avg-load_22,1916610962,10734955,63063791639,84651269251,10777551849,93478193,12902364383,1342302650,721869461,7515609,12781546550,1451056,1,fr,avg-load
fr_libc.so.6_avg-load_23,2089830732,9699156,63069695664,83928878311,10686915080,93090004,12927430502,1336222349,734424269,7401593,12704693058,1398695,1,fr,avg-load
fr_libc.so.6_avg-load_24,2052967184,9369281,62927547754,84192838546,10700447250,92708051,12814903788,1325670024,671157293,7517079,12794482964,1431955,1,fr,avg-load
fr_libc.so.6_full-load_0,3713365227,547698840,145682369754,224443784667,28468406284,170431966,39769119775,3164662967,1075893183,23483248,39710819727,6095386,1,fr,full-load
fr_libc.so.6_full-load_1,3833617591,587204455,143543832307,226263676696,28638792599,157441409,40615740409,3016642037,1316969255,24281021,40036367036,6644418,1,fr,full-load
fr_libc.so.6_full-load_2,4776364216,600733778,145325404481,223887678289,28285456357,160270878,40113402392,3038241644,1471692423,29188908,39663934362,10224780,1,fr,full-load
fr_libc.so.6_full-load_3,4613705549,617473548,145487204726,222971773960,28483098986,153851359,40009956092,3025850687,1370525288,29217352,39481966297,11429908,1,fr,full-load
fr_libc.so.6_full-load_4,5239531002,566990864,144083881865,216517380521,27380369842,166341400,38373044498,2827515982,1229905877,24322337,39210856474,5409661,1,fr,full-load
fr_libc.so.6_full-load_5,4670623629,569428776,139682818504,217813584784,27344550712,160925014,39210439787,2786468427,1354431928,27254807,39195993216,6309260,1,fr,full-load
fr_libc.so.6_full-load_6,3713777616,602926159,141270867880,218491418609,27812291632,142967242,39135219678,3009507990,1248155115,28478093,38750260005,10420147,1,fr,full-load
fr_libc.so.6_full-load_7,3963427910,582597544,141000508472,219006827409,27660275610,158988899,39182557099,3041461514,1177866836,25736419,39308625296,8623844,1,fr,full-load
fr_libc.so.6_full-load_8,3720862414,515925197,136548996790,210065899582,26920865018,156525467,37276068374,2992334538,1273378311,23638450,36588081350,5345763,1,fr,full-load
fr_libc.so.6_full-load_9,4713301853,601602918,139642855241,214051871462,26955202756,161866092,38507586719,2679066122,1130771040,28612174,38872755436,10198135,1,fr,full-load
fr_libc.so.6_full-load_10,4389098404,621964702,146183616063,225202200581,28294262702,163100575,40296901026,2950429349,1337272441,28505090,40266905594,11240868,1,fr,full-load
fr_libc.so.6_full-load_11,4959048480,568153507,141996431463,224951906177,28202211377,175078779,39710374529,3030278455,1361455636,22391706,39747667605,6086354,1,fr,full-load
fr_libc.so.6_full-load_12,4715005194,600673487,138455533965,213886577874,27375984345,151393615,38589723381,2908327317,1372899571,28257731,38013925747,9580759,1,fr,full-load
fr_libc.so.6_full-load_13,4819165455,549344280,136214011573,210160510102,26589859905,160264153,37539994110,2808966745,1323200131,23128740,37444969889,6149683,1,fr,full-load
fr_libc.so.6_full-load_14,4011970963,664577247,139649036774,221950983884,28197280651,144022458,40521532861,2931765775,1149665699,32217300,40381561831,11942517,1,fr,full-load
fr_libc.so.6_full-load_15,4015582658,721302764,141294420155,224283162409,28507791118,144259949,41428009663,2992491025,1085724894,33882348,41011721857,13773111,1,fr,full-load
fr_libc.so.6_full-load_16,4233708018,480604429,133479177878,202401061436,25496140431,155198769,35546725417,2755916467,1240807890,21400132,35465432603,4662949,1,fr,full-load
fr_libc.so.6_full-load_17,3858604217,763840149,143748082600,226149416216,28637006984,145987918,41683226948,2891258305,1263973450,38777494,41242275193,16805409,1,fr,full-load
fr_libc.so.6_full-load_18,3912957845,576783705,133402588840,205776520300,26227928690,150964091,37295690746,2743785849,1076722865,28206099,37639743544,8802475,1,fr,full-load
fr_libc.so.6_full-load_19,4650820734,447999562,137575474193,200519663323,25661203840,161254548,34816495441,2893001587,1286682691,22601302,34428199292,4802225,1,fr,full-load
fr_libc.so.6_full-load_20,4849595735,505137901,139081391043,210981184351,26624704991,164937104,37226140874,2995590210,1164746121,25115289,37620897471,5268497,1,fr,full-load
fr_libc.so.6_full-load_21,4861597321,562942330,135596379892,208082702722,26404438740,152259352,37630946049,2677476439,1248500276,24942412,37865659045,6425694,1,fr,full-load
fr_libc.so.6_full-load_22,5210828828,651351615,140921026452,215683104057,27436585259,140903502,39476052491,2688864508,1133333101,32839775,39380451427,11220753,1,fr,full-load
fr_libc.so.6_full-load_23,4224910704,568901926,139227512317,218931680125,27695727092,154971979,39316537046,2966896436,1164491539,24081987,38831642809,5945815,1,fr,full-load
fr_libc.so.6_full-load_24,4609704252,613736884,137464065051,215048908208,27157054106,144108235,39282423412,2769744673,1031485631,29338935,39310083925,7280014,1,fr,full-load
fr_libcrypto.so.1.1_no-load_0,117853731,42013732,2700758561,420229783,73390762,9596092,107074069,16786314,8088188,5875368,105276353,1854858,1,fr,no-load
fr_libcrypto.so.1.1_no-load_1,115612950,41358990,2613615756,413537240,73723118,9640537,111092587,17080735,8178455,5835162,110769996,1872338,1,fr,no-load
fr_libcrypto.so.1.1_no-load_2,113715154,41489227,2618784258,404960469,72496680,9651551,106791388,16774098,8081948,5833364,102768864,1825412,1,fr,no-load
fr_libcrypto.so.1.1_no-load_3,115973924,41058648,2615594028,404971011,72312134,9612020,104240201,16809976,8165461,5859141,104504117,1846690,1,fr,no-load
fr_libcrypto.so.1.1_no-load_4,115401132,41939515,2598375157,412048737,72982683,9538323,104336842,16707164,8044525,5813159,99867975,1836928,1,fr,no-load
fr_libcrypto.so.1.1_no-load_5,117493319,41486552,2678927296,429612873,78159892,9769251,111155208,17041256,8355679,5888250,112328861,1866172,1,fr,no-load
fr_libcrypto.so.1.1_no-load_6,118801122,42949934,2629243985,420440930,74285451,9627345,104690248,16613502,8031833,5978747,107132891,1874527,1,fr,no-load
fr_libcrypto.so.1.1_no-load_7,113776607,40969143,2536279964,408895744,73115127,9585578,104983708,16721914,8065871,5836643,104342844,1868222,1,fr,no-load
fr_libcrypto.so.1.1_no-load_8,115760392,41516017,2626997500,446958116,81153116,9922611,116711715,17369145,8091430,5773745,111786424,1871021,1,fr,no-load
fr_libcrypto.so.1.1_no-load_9,115168830,41435497,2615955419,410250481,73166017,9600005,102273477,16641763,8035246,5838813,104352050,1853609,1,fr,no-load
fr_libcrypto.so.1.1_no-load_10,112067470,41904533,2636577913,408933331,71925886,9765674,105018831,16899503,8122417,5862413,101380298,1851893,1,fr,no-load
fr_libcrypto.so.1.1_no-load_11,115609704,40970581,2479091160,402141862,71576307,9285961,105791211,16558913,8093918,5832339,105066407,1864305,1,fr,no-load
fr_libcrypto.so.1.1_no-load_12,118028234,42162536,2617612904,412933813,72339130,9573222,101638352,16355471,7813626,5805341,102833144,1884634,1,fr,no-load
fr_libcrypto.so.1.1_no-load_13,132953795,41214395,2832594929,652248001,119527914,10444623,157330935,19286116,9046746,5896425,182269207,1992595,1,fr,no-load
fr_libcrypto.so.1.1_no-load_14,114828620,41983080,2644785957,422587589,73957387,9807745,101488988,16037909,7878133,5810996,102360817,1850553,1,fr,no-load
fr_libcrypto.so.1.1_no-load_15,118136116,41529899,2626647448,454462219,79467152,9764613,115279507,17644101,8478195,5947792,117001597,1914270,1,fr,no-load
fr_libcrypto.so.1.1_no-load_16,119082455,42748592,2687645615,459704372,81618587,9732791,111424648,17161912,8116392,5856361,112812468,1918402,1,fr,no-load
fr_libcrypto.so.1.1_no-load_17,115998727,41619949,2652337345,400342056,71457221,9732861,103768497,16851689,8183267,5904007,107535571,1893782,1,fr,no-load
fr_libcrypto.so.1.1_no-load_18,118556275,42534819,2690443128,415628063,73257902,9427477,103523549,16410903,7966502,5885414,105937398,1899924,1,fr,no-load
fr_libcrypto.so.1.1_no-load_19,112593899,41288127,2617177144,423358276,74737243,9788677,105173130,16842398,8257667,5878143,102708534,1854794,1,fr,no-load
fr_libcrypto.so.1.1_no-load_20,117792286,41294397,2682122671,407306492,71458934,9411314,101819498,16597973,8067209,5881580,105713457,1898480,1,fr,no-load
fr_libcrypto.so.1.1_no-load_21,115567034,41252373,2593637141,397709705,71387740,9475835,104129217,16833208,8305643,5891635,105892730,1877546,1,fr,no-load
fr_libcrypto.so.1.1_no-load_22,117692088,43027174,2645163768,419942028,74270023,9727135,103834964,16308886,7897932,5880848,100064558,1865222,1,fr,no-load
fr_libcrypto.so.1.1_no-load_23,115552379,41611740,2607554241,408905438,72694369,9763694,105456363,16915662,8262750,5974270,106966316,1891248,1,fr,no-load
fr_libcrypto.so.1.1_no-load_24,118713067,42691223,2522242074,423069985,72725384,9310285,101693721,16340203,7932809,5841463,101567077,1874466,1,fr,no-load
fr_libcrypto.so.1.1_avg-load_0,2864498694,3763865,43922230854,68917115652,7720470249,92165131,8865894336,1297054515,776168048,410389,8830726650,1612358,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_1,2582581847,2334166,43817536454,69491656602,7783463439,92768037,8921946560,1355303264,604708042,303739,8913413725,1543214,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_2,2439149243,2735836,44279276540,68672185624,7670998768,90625311,8776377142,1319586206,647156998,285989,8807992797,1546948,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_3,1984520628,2023027,44266297723,70140252971,7842356390,93587233,9004349665,1453147924,433161984,302816,9040417161,1536340,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_4,2083947178,2950308,43885168284,69723987772,7822149553,92915966,8970240626,1361944094,576951444,311713,8947478690,1551314,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_5,2880410395,3637159,44227529391,68997316925,7723362927,92029820,8853545290,1314288875,719322033,371379,8859580940,1585451,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_6,2491182598,3167231,44291210522,68008746394,7608075477,90053485,8707636335,1309496413,628035328,273489,8754564825,1549054,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_7,2289143314,2345682,42598205505,67206390948,7518317983,87485076,8630181130,1309285221,618124263,345125,8549003487,1559146,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_8,2160602889,3941274,43946078388,70450971201,7896309521,93876136,9070235391,1403252559,559773124,356728,9083923230,1607500,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_9,2248853496,3302273,42628281503,66969214414,7527654461,88680283,8637447853,1309217100,665008420,269234,8454144173,1561420,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_10,1852615171,3238801,43282831082,70699705803,8324728801,77863596,9372689765,1629403738,792110541,281565,7519101379,1562506,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_11,1840048699,2700779,43227833275,69298410948,7782045469,90861778,8917016176,1471372641,412246237,321683,8819298260,1582290,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_12,2044617037,2349087,43437006320,70315715047,8147781092,81995867,9140297022,1496643972,833927396,330562,7974606383,1594274,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_13,2290192500,2893869,42702584346,67508397578,7551204062,89017796,8638414541,1286010543,682000232,325392,8608535085,1568937,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_14,2246329147,3057839,42676801507,66909276837,7519411289,88336419,8509570826,1275620090,675123287,313203,8537028303,1578857,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_15,2469454226,2489856,43549976857,67782401165,7542308080,90428947,8654493978,1286834799,628756117,315202,8750202021,1559562,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_16,2221946642,2637589,43989132200,68930957665,7685760285,92691860,8820990854,1323136002,621947477,282084,8961018335,1566636,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_17,1896759645,3640632,42832758502,68743906939,7687593146,92666348,8883845720,1371330245,573533777,353182,8809644484,1595879,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_18,2173471059,5531321,43168522772,68446075225,7695853584,92137985,8762923282,1284567539,680775105,461095,8800316241,1710977,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_19,2319742272,5375950,43907223811,70205071945,7888167689,93659873,9036217780,1346149490,652889916,450185,9048408975,1680536,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_20,2211978222,3607805,43949988716,70473062311,7848002306,95140858,9010987333,1326378170,737920327,323466,9049993755,1599583,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_21,2308347723,3158197,43876103847,70152427851,7893408914,92328188,9025821605,1341790603,722095724,305452,8923069295,1582096,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_22,1893081498,2918470,42670210733,68112625260,7637409994,89820407,8732610487,1374164609,540524797,297729,8697389534,1559905,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_23,2255942947,5708875,43053976796,68462482843,7733800371,92296972,8903350688,1309171609,727255302,635441,8832731822,1740731,1,fr,avg-load
fr_libcrypto.so.1.1_avg-load_24,2299284497,7112739,43141211599,68120815122,7620169995,92989818,8746733325,1272540310,687838111,569012,8926055501,1852874,1,fr,avg-load
fr_libcrypto.so.1.1_full-load_0,5145624000,701956796,124489281668,230415976001,28062258764,167555476,40342250550,3202537422,1279113356,27405458,39910419515,13968315,1,fr,full-load
fr_libcrypto.so.1.1_full-load_1,5014583897,720703352,124414860748,231542180792,28299453010,175975139,40833433692,3216251170,1485137903,28120146,40256679766,13821851,1,fr,full-load
fr_libcrypto.so.1.1_full-load_2,6109175488,657217668,123666988657,227071036598,27076241212,200693844,40351054477,2886631291,1353383047,25887242,41239667658,11336787,1,fr,full-load
fr_libcrypto.so.1.1_full-load_3,5082523528,742023919,124683380332,229180951764,27593494243,177440095,40018529752,3031086992,1315372894,27992954,40673358962,15581162,1,fr,full-load
fr_libcrypto.so.1.1_full-load_4,5115510303,751458425,124900876557,229127524215,27992427233,155193316,40189994144,3312386291,1352292188,29124139,39617556305,16778204,1,fr,full-load
fr_libcrypto.so.1.1_full-load_5,5953668702,743488551,124803507300,226780623967,27274601162,172699413,39662395892,2912695775,1303419442,31157661,40662547893,12554198,1,fr,full-load
fr_libcrypto.so.1.1_full-load_6,6218046706,705681802,124928548643,228187242172,27679030138,176319623,40040337179,3058637282,1487395472,28019010,40087098270,14012782,1,fr,full-load
fr_libcrypto.so.1.1_full-load_7,5356481291,684300476,123877795225,229328402001,27832032311,167020782,40097660628,3046700805,1398166885,24716705,40009360233,13226790,1,fr,full-load
fr_libcrypto.so.1.1_full-load_8,4613882213,675963868,122684175713,229646643252,28310575428,164898066,40428881681,3281752369,1461926685,24619705,39282123360,12670169,1,fr,full-load
fr_libcrypto.so.1.1_full-load_9,4893004734,733258591,124094096417,230394704271,28084008718,165907718,40297222844,3292049215,1400668529,31041400,39442681426,12458505,1,fr,full-load
fr_libcrypto.so.1.1_full-load_10,4364640350,721352801,123801657996,228672240276,27557514031,183777032,39967035471,3179612013,1141435619,27918777,40324078014,15202379,1,fr,full-load
fr_libcrypto.so.1.1_full-load_11,4647259654,652673174,121678135771,227872030321,27856229342,170485288,39867252470,3122894253,1412315093,23689335,39569551319,8603068,1,fr,full-load
fr_libcrypto.so.1.1_full-load_12,5502110664,742319442,124025454107,225506481858,26836190901,182965704,39521577620,3003863230,1125058934,30058739,40269486644,17527066,1,fr,full-load
fr_libcrypto.so.1.1_full-load_13,4767626956,705308813,124241505024,231748345862,28251404441,171901272,40545612502,3204635079,1409853672,24503371,40023276987,13387146,1,fr,full-load
fr_libcrypto.so.1.1_full-load_14,5215159168,676023749,122077796789,228020101078,27411171608,184973297,39844744601,2984623018,1396857473,23696164,40454863908,10743984,1,fr,full-load
fr_libcrypto.so.1.1_full-load_15,4657369337,704143557,122067415442,227438100940,27583276780,172664572,39913652601,3125157738,1392712321,26519412,39599845439,14156204,1,fr,full-load
fr_libcrypto.so.1.1_full-load_16,4871921193,753492955,122441485495,225380326484,27254191971,173202479,39699883411,3130547858,1233228105,31360322,39600808322,12253798,1,fr,full-load
fr_libcrypto.so.1.1_full-load_17,4636532634,659782882,119044681564,223068325336,27427367718,163591784,39274766804,3108392881,1354985408,23662345,39011815603,9148024,1,fr,full-load
fr_libcrypto.so.1.1_full-load_18,4593684971,705744040,121491272723,224359244675,27023790703,172769456,39087892738,3040357367,894847239,25079828,39650089669,13469710,1,fr,full-load
fr_libcrypto.so.1.1_full-load_19,4885374752,692957515,120841028353,223224930424,26777889544,179587659,39024637575,3063625167,1034428500,26877447,39539490369,12486024,1,fr,full-load
fr_libcrypto.so.1.1_full-load_20,4720027550,687583128,122011359045,226095490940,27390530711,168263133,39675573963,3083943340,1187449006,28244671,39543760151,13350858,1,fr,full-load
fr_libcrypto.so.1.1_full-load_21,3860583173,687337805,119907317475,227659654765,28017493791,156921316,40038100761,3310380175,1391720314,25290533,38620718435,11027778,1,fr,full-load
fr_libcrypto.so.1.1_full-load_22,4919758560,693752512,120476205970,225059557767,27269582331,172684835,39783413462,3071882189,1488776933,24013779,39173044055,12727792,1,fr,full-load
fr_libcrypto.so.1.1_full-load_23,5093410780,667910598,118867061314,221326369501,26881972802,165849669,38862993576,2958678929,1146825914,23269019,39189588239,7497430,1,fr,full-load
fr_libcrypto.so.1.1_full-load_24,4928747572,642778343,119892528985,223986085166,27179006680,166766025,39216934774,3072918265,1293217082,22121469,39308456879,9595453,1,fr,full-load
fr_libssl.so.1.1_no-load_0,117615676,42434603,2539666347,424241767,74363637,9387806,106002356,16733886,8202274,5882506,106752492,1866652,1,fr,no-load
fr_libssl.so.1.1_no-load_1,114234671,41747244,2635792391,454935565,82399050,9971686,118730198,17791507,8310146,5781067,111905538,1848366,1,fr,no-load
fr_libssl.so.1.1_no-load_2,114589158,41005987,2624570435,397932991,71580308,9771283,104176245,16706617,8230774,5876750,106453582,1858448,1,fr,no-load
fr_libssl.so.1.1_no-load_3,113617567,42041483,2630501886,415474013,74575594,9875685,107198281,16592628,7903806,5719342,99324583,1827353,1,fr,no-load
fr_libssl.so.1.1_no-load_4,116341269,40909208,2612645054,406863933,72445436,9727440,104396203,16579164,8005938,5788598,106205560,1861355,1,fr,no-load
fr_libssl.so.1.1_no-load_5,117072166,42797731,2632144561,416908323,73477886,9702548,102104825,16491829,7948236,5832651,100030239,1855140,1,fr,no-load
fr_libssl.so.1.1_no-load_6,115420840,41268149,2632210971,409385202,72913378,9797795,103352400,16563435,8059630,5824064,103702442,1867641,1,fr,no-load
fr_libssl.so.1.1_no-load_7,112840539,41456339,2613343519,409402960,72892178,9799255,105204708,16797440,8036471,5791855,100679761,1819991,1,fr,no-load
fr_libssl.so.1.1_no-load_8,118104207,41956425,2647437342,445810342,79574364,9935021,110454367,16963553,8203616,5834492,107287820,1873155,1,fr,no-load
fr_libssl.so.1.1_no-load_9,118692520,42906399,2629876366,420525378,73288245,9689707,99473217,16397517,7858823,5836898,102686594,1867752,1,fr,no-load
fr_libssl.so.1.1_no-load_10,120801804,41160356,2646206381,462532741,82201299,9763685,113589047,17401518,8451926,5891299,121331667,1895173,1,fr,no-load
fr_libssl.so.1.1_no-load_11,116081274,41811185,2621833994,419702774,73831915,9673069,103782316,16548112,7836544,5742873,108650113,1853910,1,fr,no-load
fr_libssl.so.1.1_no-load_12,116645554,41820677,2611574855,408841993,72342314,9647928,103156534,16754700,8259789,5965056,105116767,1860934,1,fr,no-load
fr_libssl.so.1.1_no-load_13,113557438,41745421,2632212684,407194586,74216154,9837374,105105535,16548652,7909263,5823755,100535098,1833922,1,fr,no-load
fr_libssl.so.1.1_no-load_14,113899291,41098667,2518602383,398313987,71445690,9484404,103939989,16566543,8118556,5827240,105099802,1874969,1,fr,no-load
fr_libssl.so.1.1_no-load_15,117263431,42307242,2645991778,419700390,74170380,9653132,102475196,16484552,7888094,5777818,100795539,1857367,1,fr,no-load
fr_libssl.so.1.1_no-load_16,115795323,41684518,2620702133,415240006,74902760,9744487,105824885,16772938,8150641,5875810,105810536,1878499,1,fr,no-load
fr_libssl.so.1.1_no-load_17,132968011,42456356,2899690897,713311006,132101922,10466604,161268930,19489013,8921789,5833429,171031830,1968696,1,fr,no-load
fr_libssl.so.1.1_no-load_18,114910660,41235481,2607882270,410908116,72696865,9633251,104331294,16618435,8008928,5803942,102879153,1856992,1,fr,no-load
fr_libssl.so.1.1_no-load_19,114737550,42096659,2616348267,405052449,71391883,9728367,100388270,16420994,7930728,5885690,104879149,1851977,1,fr,no-load
